"Concessao";"Projeto";"CaminhoProjeto";"ConnectedProjectId";"Usuario";"Perfil";"Status";"Mensagem"
"Ecovias Imigrantes";"Correção 6 Curvas Trecho Serra- km 40 - 54 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Correção 6 Curvas";"e95ce456-e5dc-42f4-87e6-4f87b14f4dea";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Estação de bombeamento - km 42+43 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\Estação de bombeamento";"00fe5a66-e657-405b-87f2-db780c7489cb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Gabarito Vertical -  km 12 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\Gabarito Vertical km 12";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"HS-WIM - km 264,50 Oeste - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\HS-WIM Oeste";"e699f6ae-bab8-4b1c-9ae4-64d025a315bb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"HS-WIM - km 265,50 Leste - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\HS-WIM Leste";"00d1d3f1-8028-41cc-b514-7b0f010030f4";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Alemoa - km 64 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Ligação Alemoa";"b0139e6d-3f9e-4c06-abfc-08e9196e8880";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Alemoa 3ª Faixa - km 59+000 - 61+000 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Alemoa 3ª Faixa";"06a67993-1673-405f-9f21-6bb85164a4d0";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Alemoa Dispositivo - km 61+000 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Alemoa Dispositivo";"27a47986-c8c5-4d28-a5b0-40c0eb5ca947";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Alemoa Passarela - km 60+520 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Alemoa Passarela";"821d027e-081e-4fd3-a4fe-03998754f437";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Alemoa Rotatória - km 62+000 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Alemoa Rotatória";"084e75e5-787e-45b7-af55-615fe1d9e516";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Planalto - Baixada - Corpo de Bombeiro - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\Corpo de Bombeiro";"cf0b3a97-2e42-42b8-b87e-946b946784ff";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ligação Planalto - Baixada - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\Ligação Planalto - Baixada";"3e12ff93-12b8-4619-99ca-56863dae2993";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Marginal Hidromar - Km 263 + 268 - SP-055";"Engenharia\Ecovias Imigrantes\Projetos\Marginal Hidromar";"d4505d2c-0c52-4184-80c2-aa2092e86fb4";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"PMRv + Retorno - km 43,25 Sul - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\PMRv + Retorno";"e7e9f4b2-0b4e-4bd3-a37c-d1d7592732d2";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"SAU - km 40,8 Sul - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\SAU Sul";"98551f27-827d-4c88-8393-56d6cbe0057f";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-01 - AVCB Túneis -SCI - Km 45+468 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\TA-01 - AVCB Túneis";"57d536c7-f0e4-4bef-8edb-22d11a83dcb8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-01 - AVCB Túneis -SCI - Km 46+410 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-001 - AVCB Túneis";"5c4f59d4-84b0-4c60-ace9-c370842ad6a9";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-02 - AVCB Túneis -SCI - Km 46+462 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\TA-02 - AVCB Túneis";"a497b314-0eb8-4c1f-92d3-042951edd6fa";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-02 - AVCB Túneis -SCI - Km 46+893 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-002 - AVCB Túneis";"c20d76b1-c8e1-4a30-8285-d56ec6e75dc1";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-03 - AVCB Túneis -SCI - Km 47+828 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\TA-03 - AVCB Túneis";"1772add2-8d2c-41d0-8185-0060849bf145";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-04 - AVCB Túneis -SCI - Km 47+793 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-04 - AVCB Túneis";"680fd3b2-b1e1-47b0-95e7-ae0d21e41608";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-05 - AVCB Túneis -SCI - Km 48+366 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-05 - AVCB Túneis";"dfdbe123-7000-4b06-93cb-db272fcee773";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-06 - AVCB Túneis -SCI - Km 48+816 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-06 - AVCB Túneis";"f40fbcaf-6a37-43b9-a457-75f45232329e";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-07 - AVCB Túneis -SCI - Km 49+336 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-07 - AVCB Túneis";"539616a1-fdb8-46d5-9119-6ddc1d0899c5";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-09 - AVCB Túneis -SCI - Km 50+473 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-09 - AVCB Túneis";"fd786fcc-27c3-4b05-8729-b1b390ff9e72";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-10/11 - AVCB Túneis -SCI - Km 51+495 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-10/11 - AVCB Túneis";"1a8d0d75-b994-4f3a-8833-b7c5dbb516c6";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-12 - AVCB Túneis -SCI - Km 52+842 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-12 - AVCB Túneis";"2777d738-1ce2-4dba-9a38-1ad596943ff9";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-13 - AVCB Túneis -SCI - Km 53+511 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-13 - AVCB Túneis";"6e9e3599-ff4d-4e1d-ad94-e29c63c663f5";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TA-14 - AVCB Túneis -SCI - Km 54+339 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TA-14 - AVCB Túneis";"711ad7f7-468d-4744-bf69-4c2306e259ef";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TD-00 - AVCB Túneis - SCI - Km 47+383 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TD-00 - AVCB Túneis";"0a617e00-1144-40cb-9007-9c64fab34af6";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TD-01 - AVCB Túneis - SCI - Km 45+693 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\TD-01 - AVCB";"cf6c47eb-7d7b-48cb-ae83-0ef18dc18ebb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TD-01 - AVCB Túneis -SCI - Km 47+383 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\TD-01 - AVCB Túneis";"d2223bf5-e378-4777-9d57-fbcabbd6c07f";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"TD-02 - AVCB Túneis -SCI - Km 46+758 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\TD-02 - AVCB Túneis";"f08b5745-6aa7-41a2-bcf4-f7eba3f05263";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Túnel Quilombo - Km 252+980 - SP-055";"Engenharia\Ecovias Imigrantes\Projetos\Túnel Quilombo";"e066c493-0e3e-4eaf-8b99-0fc946ff7dbc";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Leste Paulista";"062 - Iluminação km 11 - 45 - SP-070";"Engenharia\Ecovias Leste Paulista\Projetos\062-Iluminação";"da3e9d97-13ec-4156-b482-a277d3a73e58";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Leste Paulista";"Marginal Taboão km 45-51 + Alças km 36 e 38";"Engenharia\Ecovias Leste Paulista\Projetos\Marginal Taboão";"c159db7f-39e9-4408-b5a2-1d97e9c138c3";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Leste Paulista";"Prolongamento Carvalho Pinto - km 134 - SP 070";"Engenharia\Ecovias Leste Paulista\Projetos\Prolon Carvalho Pinto";"70d65c41-257f-4e9e-a9fb-5ecaf94ef91c";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Leste Paulista";"Retornos e Implantação/Ampliação de Marginais km 19-29";"Engenharia\Ecovias Leste Paulista\Projetos\Marginais km 19-29";"9b232ba7-9ab0-429a-ad58-d96efd425ecd";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Leste Paulista";"Viaduto Imigrante Nordestino e Monteiro Lobato";"Engenharia\Ecovias Leste Paulista\Projetos\Viaduto Imigrante";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Minas Goiás";"Adequação do Dispositivo - km 180 - BR050/MG";"Engenharia\Ecovias Minas Goiás\Projetos\Adequação do Dispositivo - Km 180";"fe5d53a0-9132-4003-b541-02f7ee6e02bb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Adequações Viárias Uberaba - km 178,150 + 179,500 - BR050/MG";"Engenharia\Ecovias Minas Goiás\Projetos\Adequações Viárias";"5229fdc3-674c-4a16-8c72-b53d2e3abeaf";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Área de Escape - km 54+300 - BR050/MG";"Engenharia\Ecovias Minas Goiás\Projetos\Escape km 54+300";"2629bcb1-8e65-4f7c-a910-5769deb4685d";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Área de Escape - km 56+100 - BR050/MG";"Engenharia\Ecovias Minas Goiás\Projetos\Escape km 56+100";"07a31157-e216-4302-b507-2ef721a65660";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Duplicação Catalão - km 275,400 + 286,800 - BR050/GO";"Engenharia\Ecovias Minas Goiás\Projetos\Duplicação Catalão";"fab9c92e-97e8-4108-b06d-a85d949ebc31";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Duplicação Cristalina - km 95,700 + 101,200 - BR050/GO";"Engenharia\Ecovias Minas Goiás\Projetos\Duplicação Cristalina";"96b1da45-067c-4072-a30c-a383dd05d540";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"PPD - km 6+500 - BR050/MG";"Engenharia\Ecovias Minas Goiás\Projetos\PPD km 6+500";"ef44645a-36ac-45fe-8572-7026495abdbf";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Recuperação Uberaba - km 178,150 + 179,500 - BR050/MG";"Engenharia\Ecovias Minas Goiás\Projetos\Recuperação Uberaba";"b455f3ad-8b45-4206-9548-839dad3681d9";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Minas Goiás";"Retorno em Nível - km 302+500 - BR050/GO";"Engenharia\Ecovias Minas Goiás\Projetos\Retorno em Nível";"d5ad73c3-ca08-45a2-84e5-a8b00448b4b7";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.01 - Duplicação TH 39 - km 157,6 + 159,6 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.01";"da5fbcd7-9324-4d90-b8f6-afe7a69cd9ae";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.02 - Duplicação TH 40 - km 159,6 + 173,5 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.02";"df5d89b3-f876-46c9-a375-b969482a57ab";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.03 - Duplicação TH 41 - km 173,5 + 182,2 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.03";"4bd0d076-2ce1-4a6f-9bbf-5abab29104ce";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.04 - Duplicação TH 42 - km 182,2 + 212,5 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.04";"c636ed29-9ead-4752-abe1-616bd2644aa1";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.05 - Duplicação TH 44- km 155,6 + 156,2 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.05";"2c410832-5ae1-4aaa-a147-2ec4b83e7b3b";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.06 - Duplicação TH 45 - km 157,3 + 166,3 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.06";"cf2d3df3-28b7-4630-a6f4-a1cfda3e57eb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.07 - Duplicação TH 46 - km 166,3 + 186,0 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.07";"185eb150-58b2-41aa-8866-0102c2564e90";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.08 - Duplicação TH 47 - km 186,0 + 193,8 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.08";"2df9514c-ba54-41a2-9c5f-a78cebdae2cd";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.01.09 - Duplicação TH 48 - km 193,8 + 210,8 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.01.09";"60e339bb-7ce8-4d6c-bed9-49e74414dcb8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.02.01 - Faixas Adicionais TH 02 - km 241,8 + 267,7 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.02.01";"de970ed2-fae6-4e0c-b1e7-2b71ba2f5ee6";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.02.02 - Faixas Adicionais TH 03 - km 267,7 + 282,4 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.02.02";"5403cac8-059b-4d89-a817-1899082e3b2a";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.02.03 - Faixas Adicionais TH 04 - km 282,4 + 293,0 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.02.03";"73d55551-b67a-4249-9ee0-85be7c383615";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.01.02.04 - Faixas Adicionais TH-09 - 320,4 + 321,6 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.01.02.04";"66c777ab-7dfb-459e-81cc-8012f7be67bf";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.02.01.01 - OAE / OACs TH 40 - km 159,6 + 173,5 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.01";"54d9f73c-ac64-4a0a-9a49-565a6b78e6ac";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.02.01.02 - OAE / OACs TH 41 - km 173,5 + 182,2 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.02";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Noroeste Paulista";"01.02.01.03 - OAE / OACs TH 42 - km 182,2 + 212,5 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.03";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Noroeste Paulista";"01.02.01.04 - OAE / OACs TH 45 - km 157,3 +166,3 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.04";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Noroeste Paulista";"01.02.01.05 - OAE / OACs TH-46 - km 166,3 + 186,0 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.05";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Noroeste Paulista";"01.02.01.06 - OAE / OACs TH-47 - km 186,0 + 193,8 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.06-OAE/OACs TH-47";"9163c899-2ba7-4b25-bb8b-a73f334f9355";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.02.01.07 - OAE / OACs TH 48 - km 193,8 + 210,8 - SP-351";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.01.07";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Noroeste Paulista";"01.02.02.01 - Ampliações TH 02 - km 241,8 + 267,7 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.02.01";"3b0ff334-6fc8-42d4-821f-6072730be261";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.02.02.02 - Ampliações OAE / OAC TH 03  - km 267,7 + 282,4 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.02.02";"1f868c37-492b-44d1-830b-789fa9ad28f7";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.02.02.03 - OAE / OACs TH 04 - km 282,4 + 293,0 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.02.02.03";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Noroeste Paulista";"01.03.01 - Intervenções TH 16 - km 425,000 + 454,300 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.03.01";"07b0f25b-aefd-4f51-b6b8-2bf07589f26b";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.03.02 - Intervenções TH 01 - km 227,800 + 242,500 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.03.02";"af7e2556-31de-4caf-8f09-1e5e6a931d7b";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.03.03 - Duplicação TH 36/37/38 -  km 144,000 + 158,000 - SP-333";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.03.03";"0c5e2f46-e84b-4b54-b4c8-62d544012d96";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"01.03.04 - Viaduto TH 16 - km 439+700 - SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\01.03.04";"4f167e1e-a280-4778-8103-714c9dcb2e3e";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Noroeste Paulista";"02.01.01.01 - Adequação de OAEs SP-310";"Engenharia\Ecovias Noroeste Paulista\Projetos\02.01.01.01";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
